hubspot_id,state,viability_score,candidate_office,official_office_name,office_level,office_type,election_date,general_election_result,general_votes_received,total_general_votes_cast,is_uncontested,outreach_id,campaign_id,outreach_name,outreach_title,script,outreach_status,outreach_type,outreach_date,message,phone_list_id,audience_request,voter_file_filter_id,outreach_created_at,outreach_updated_at
43548959634,Oregon,null,U.S. House of Representatives - Oregon 3rd Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
43647632521,South Carolina,null,U.S. Senate - South Carolina,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
48041733643,Missouri,null,"Missouri Associate Circuit Court Judge - Circuit 33, Mississippi County",null,STATE,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
19270301969,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
19725098028,West Midlands,null,office,null,null,Other,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21115704690,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20908855072,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21282824461,Arizona,5.0000000000,Tempe Union HSD 213 School Board,null,LOCAL,School Board,2024-11-05,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21806146218,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21885064348,Illinois,0.9900000000,Illinois House of Representatives - District 87,null,STATE,State House,2024-11-05,Lost General,12043.0000000000,51785.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21931655209,California,2.5600000000,Blythe City Council,null,CITY,null,2024-11-05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22107717495,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22290759199,Indiana,0.9800000000,Huntington County School Board - District 1,null,LOCAL,School Board,2024-11-05,Lost General,634.0000000000,2551.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22355759498,Indiana,0.0800000000,U.S. House of Representatives - Indiana 2nd Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23180648790,Indiana,2.4800000000,Indianapolis Public School Board - District 2,null,LOCAL,School Board,2024-11-05,Won General,7323.0000000000,13508.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23467492444,Minnesota,2.6800000000,Chokio-Alberta School Board,null,LOCAL,School Board,2024-11-05,Won General,291.0000000000,1643.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23611250826,Florida,null,community development board,null,Local,Other,2024-11-05,Won General,773.0000000000,1341.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23658540675,California,1.8000000000,Colma Town Council,null,CITY,Town Council,2024-11-05,Won General,197.0000000000,797.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23716111378,Virginia,1.8600000000,Appomattox Town Council,null,CITY,Town Council,2024-11-05,Lost General,205.0000000000,1455.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23748009571,California,0.3900000000,California State Assembly - District 25,null,STATE,null,2024-11-05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23829152573,Minnesota,4.9800000000,Crow Wing County: Garrison Township Supervisor - Seat 3,null,LOCAL,Town Council,2024-11-05,Won General,442.0000000000,448.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
27132580375,Oklahoma,2.3700000000,Owasso City Council - Ward 5,Owasso City Council - Ward 5,CITY,City Council,2025-04-01,Lost General,870.0000000000,2446.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21979475893,New Jersey,0.3600000000,U.S. House of Representatives - New Jersey 1st Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
28811769131,Illinois,1.3400000000,LaSalle County: Bruce Township Board,LaSalle County: Bruce Township Board,LOCAL,Town Council,2025-04-01,Lost General,243.0000000000,3500.0000000000,Contested,null,null,null,null,null,null,null,null,null,null,null,null,null,null
29213116245,Illinois,0.9500000000,Illini Central 189 School Board,Illini Central 189 School Board,LOCAL,School Board,2025-04-01,Lost General,124.0000000000,2718.0000000000,Contested,null,null,null,null,null,null,null,null,null,null,null,null,null,null
29553190716,Illinois,4.9900000000,West Chicago Elementary School Board 33,West Chicago Elementary School District 33,LOCAL,School Board,2025-04-01,Won General,null,null,UnContested,null,null,null,null,null,null,null,null,null,null,null,null,null,null
29783706962,Pennsylvania,0.5500000000,Harveys Lake Borough Council,null,CITY,null,2025-11-04,Lost General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
30303741615,null,3.8000000000,School Treasurer,Echo Valley Community School Treasurer,Local,School Board,2025-03-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31652711686,Maryland,0.0700000000,U.S. House of Representatives - Maryland 7th Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
32969708338,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
34651535698,Utah,0.3400000000,Provo City Mayor,null,CITY,Mayor,2025-11-04,Not on Ballot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
34819916214,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
34963805832,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35620125499,Georgia,1.6500000000,McDonough City Mayor,null,CITY,null,2025-11-04,Not on Ballot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35634239062,Nevada,0.0600000000,U.S. House of Representatives - Nevada 2nd Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35628234835,Washington,2.6700000000,Longview District 122 School Board - Position 1,Longview District 122 School Board - Position 1,LOCAL,School Board,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35706201759,Washington,2.3900000000,Lakewood City Council - Position 2,Lakewood City Council - Position 2,CITY,City Council,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
35911341354,Washington,2.3900000000,Rainier City Council - Position 5,Rainier City Council - Position 5,CITY,City Council,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36244513694,Kansas,1.1400000000,Johnson County Community College Board - At Large,Johnson County Community College Board - At Large,LOCAL,Other,2025-11-04,Lost General,28324.0000000000,363778.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36429974429,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37046274081,Virginia,2.1700000000,King George County School Board - Shiloh,King George County School Board - Shiloh,LOCAL,School Board,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37491703661,Virginia,3.7100000000,Prince George County School Board - District 2,Prince George County School Board - District 1,LOCAL,School Board,2025-11-04,Won General,2944.0000000000,5722.0000000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
38114172043,New York,0.9800000000,Rochester City Mayor,null,CITY,null,2025-11-04,Not on Ballot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
38511739261,North Carolina,null,Snow Hill Town Commissioner,Snow Hill Town Commissioner,Local,Town Council,2025-11-04,Lost General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39526554704,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39596302693,Massachusetts,null,Cambridge City Council,Cambridge City Council,CITY,City Council,2025-11-04,Lost General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39616523558,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39701464592,Illinois,null,U.S. House of Representatives - Illinois 15th Congressional District,null,FEDERAL,null,2026-11-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39849694750,Ohio,1.3300000000,Bryan City School Board,Bryan City School Board,LOCAL,School Board,2025-11-04,Won General,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
